Generation,GenRewMean,GenRewStd,GenLenMean,EvalGenRewardMean,EvalGenRewardStd,EvalGenLengthMean,EvalGenCount,EpisodesThisGen,EpisodesSoFar,TimestepsThisGen,TimestepsSoFar,UniqueWorkers,ResultsSkippedFrac,ObCount,TimeElapsedThisGen,TimeElapsed,TimePredictMin,TimePredictMax,TimePredictMean,TimePredictCount
407,624.34753,210.34541,1000.0,nan,nan,nan,0,10,5160,10000,4182780,4,0.4444444444444444,0,9.801247596740723,4801.744786977768,0.0004763603210449219,0.025925159454345703,0.0008906347751617431,10000
408,605.2826,130.94539,1000.0,nan,nan,nan,0,10,5170,10000,4192780,4,0.4444444444444444,0,10.858641386032104,4812.617740392685,0.0004684925079345703,0.029271841049194336,0.0008724932909011841,10000
409,715.44934,198.39879,1000.0,nan,nan,nan,0,10,5180,10000,4202780,4,0.4444444444444444,0,11.459746837615967,4824.087155342102,0.00047588348388671875,0.0240938663482666,0.0008868563890457153,10000
410,612.2989,212.23415,1000.0,nan,nan,nan,0,10,5190,10000,4212780,4,0.4444444444444444,1000.0,9.606858253479004,4833.726708173752,0.00046634674072265625,0.023291826248168945,0.0008749201536178588,10000
411,616.0933,250.76349,1000.0,nan,nan,nan,0,10,5200,10000,4222780,4,0.4444444444444444,1000.0,10.102235317230225,4843.8407735824585,0.0004601478576660156,0.03221940994262695,0.000881265139579773,10000
412,464.3366,306.59467,1000.0,nan,nan,nan,0,10,5210,10000,4232780,4,0.4444444444444444,0,11.200960159301758,4855.06337594986,0.00044918060302734375,0.023591279983520508,0.0008760148048400879,10000
413,677.4858,138.04123,1000.0,988.16626,0.0,1000.0,1,10,5220,10000,4242780,4,0.4444444444444444,0,11.249012231826782,4866.32127571106,0.00045800209045410156,0.024006366729736328,0.0008671093854037198,11000
414,581.938,256.17007,1000.0,nan,nan,nan,0,10,5230,10000,4252780,4,0.4444444444444444,0,10.393870115280151,4876.74728679657,0.00046372413635253906,0.02305436134338379,0.0008649909019470215,10000
415,522.2897,207.5747,1000.0,nan,nan,nan,0,10,5240,10000,4262780,4,0.4444444444444444,0,15.028813123703003,4891.794422626495,0.00047206878662109375,0.023581266403198242,0.001349042534828186,10000
416,625.8497,214.82588,1000.0,nan,nan,nan,0,10,5250,10000,4272780,4,0.4444444444444444,0,16.17483139038086,4908.008631944656,0.00047707557678222656,0.05827903747558594,0.0017667062759399413,10000
417,676.588,231.80766,1000.0,nan,nan,nan,0,10,5260,10000,4282780,4,0.4444444444444444,0,17.697798252105713,4925.746884584427,0.00041866302490234375,0.053728580474853516,0.0018998236894607545,10000
418,480.3087,174.72049,1000.0,nan,nan,nan,0,10,5270,10000,4292780,4,0.4444444444444444,1000.0,14.73572063446045,4940.525465965271,0.0004227161407470703,0.04355621337890625,0.0018894343376159668,10000
419,684.8166,221.3969,1000.0,nan,nan,nan,0,10,5280,10000,4302780,4,0.4444444444444444,0,17.744621515274048,4958.281120061874,0.000408172607421875,0.0545496940612793,0.0018081405401229858,10000
420,552.04944,252.16867,1000.0,nan,nan,nan,0,10,5290,10000,4312780,4,0.4444444444444444,1000.0,23.725184679031372,4982.016903400421,0.0004928112030029297,0.08628249168395996,0.002543651580810547,10000
421,638.31146,199.97275,1000.0,nan,nan,nan,0,10,5300,10000,4322780,4,0.4444444444444444,0,23.46573281288147,5005.510997056961,0.0004813671112060547,0.09801173210144043,0.0022860286474227906,10000
422,524.62585,263.29382,1000.0,nan,nan,nan,0,10,5310,10000,4332780,4,0.4444444444444444,0,14.19443154335022,5019.721536874771,0.0004749298095703125,0.04905200004577637,0.0013761701345443725,10000
423,629.7813,254.07555,1000.0,nan,nan,nan,0,10,5320,10000,4342780,4,0.4444444444444444,0,15.34224557876587,5035.073338270187,0.00045680999755859375,0.024677038192749023,0.0011136903047561646,10000
