Generation,GenRewMean,GenRewStd,GenLenMean,EvalGenRewardMean,EvalGenRewardStd,EvalGenLengthMean,EvalGenCount,EpisodesThisGen,EpisodesSoFar,TimestepsThisGen,TimestepsSoFar,UniqueWorkers,ResultsSkippedFrac,ObCount,TimeElapsedThisGen,TimeElapsed,TimePredictMin,TimePredictMax,TimePredictMean,TimePredictCount
135,406.0156,187.11775,1000.0,nan,nan,nan,0,10,2382,10000,1424269,4,0.4444444444444444,0,9.66545295715332,1647.1247389316559,0.00045871734619140625,0.023252487182617188,0.0008590068340301514,10000
136,302.9929,226.30043,1000.0,nan,nan,nan,0,10,2392,10000,1434269,4,0.4444444444444444,0,11.581192016601562,1658.7168924808502,0.0004343986511230469,0.023328781127929688,0.0008722855806350708,10000
137,341.4725,224.11862,987.75,nan,nan,nan,0,12,2404,11853,1446122,4,0.4,0,11.297199010848999,1670.0561323165894,0.0004603862762451172,0.023581981658935547,0.0008442678461997688,11853
138,333.17282,159.83609,1000.0,nan,nan,nan,0,10,2414,10000,1456122,4,0.4444444444444444,1000.0,10.084894180297852,1680.1628739833832,0.00046753883361816406,0.02398538589477539,0.0008812003374099732,10000
139,388.98157,122.364365,1000.0,nan,nan,nan,0,10,2424,10000,1466122,4,0.4444444444444444,0,11.262245416641235,1691.4459273815155,0.00045418739318847656,0.025929689407348633,0.0008739607572555542,10000
140,379.19318,219.55176,1000.0,nan,nan,nan,0,10,2434,10000,1476122,4,0.4444444444444444,0,10.940788745880127,1702.3967537879944,0.0004591941833496094,0.024010658264160156,0.0008635589599609375,10000
141,355.05682,187.94865,1000.0,nan,nan,nan,0,10,2444,10000,1486122,4,0.4444444444444444,0,9.566864967346191,1711.9774940013885,0.0004596710205078125,0.02824854850769043,0.0008720542430877686,10000
142,345.54694,227.34962,1000.0,nan,nan,nan,0,10,2454,10000,1496122,4,0.4444444444444444,1000.0,9.891918182373047,1721.8934671878815,0.0004582405090332031,0.02534961700439453,0.0008683554649353027,10000
143,335.83844,319.4108,1000.0,nan,nan,nan,0,10,2464,10000,1506122,4,0.4444444444444444,1000.0,11.23823881149292,1733.1519057750702,0.0004680156707763672,0.02472686767578125,0.000827087140083313,10000
144,210.48393,173.42917,1000.0,nan,nan,nan,0,10,2474,10000,1516122,4,0.4444444444444444,0,11.031618595123291,1744.2154865264893,0.00045418739318847656,0.023298263549804688,0.0008674265384674072,10000
145,336.18457,218.0375,1000.0,nan,nan,nan,0,10,2484,10000,1526122,4,0.4444444444444444,0,9.75276780128479,1753.9853057861328,0.0004684925079345703,0.02506399154663086,0.0008816256523132324,10000
146,353.5226,203.63445,921.9166666666666,nan,nan,nan,0,12,2496,11063,1537185,4,0.4,0,11.890715837478638,1765.890949010849,0.00045228004455566406,0.02347254753112793,0.0008572337102213314,11063
147,376.2689,137.13626,1000.0,nan,nan,nan,0,10,2506,10000,1547185,4,0.4444444444444444,0,9.81024169921875,1775.728584766388,0.00045371055603027344,0.02347254753112793,0.000871019434928894,10000
148,333.7979,250.3223,1000.0,nan,nan,nan,0,10,2516,10000,1557185,4,0.4444444444444444,0,10.74687671661377,1786.4906432628632,0.0004677772521972656,0.022950172424316406,0.0008494422197341919,10000
149,511.3899,124.72166,1000.0,nan,nan,nan,0,10,2526,10000,1567185,4,0.4444444444444444,0,10.051635026931763,1796.5529353618622,0.0004572868347167969,0.023539304733276367,0.0008913901567459107,10000
150,279.92328,267.96283,1000.0,nan,nan,nan,0,10,2536,10000,1577185,4,0.4444444444444444,0,11.352961540222168,1807.9165399074554,0.0004451274871826172,0.026398658752441406,0.0008530553340911865,10000
151,238.2799,126.50481,1000.0,nan,nan,nan,0,10,2546,10000,1587185,4,0.4444444444444444,0,10.22132658958435,1818.1479358673096,0.00046443939208984375,0.0245361328125,0.000880648946762085,10000
152,382.00424,215.8102,1000.0,nan,nan,nan,0,10,2556,10000,1597185,4,0.4444444444444444,0,10.81926679611206,1828.9917323589325,0.0004570484161376953,0.027945756912231445,0.0008687505960464477,10000
153,328.00092,193.43898,1000.0,nan,nan,nan,0,10,2566,10000,1607185,4,0.4444444444444444,0,10.222094774246216,1839.2402036190033,0.0004508495330810547,0.026075124740600586,0.0008656944990158081,10000
154,322.36203,206.38501,991.3333333333334,nan,nan,nan,0,12,2578,11896,1619081,4,0.4,0,11.763095378875732,1851.0145137310028,0.0004582405090332031,0.042920589447021484,0.000862035562147129,11896
155,374.72595,198.3441,918.3333333333334,nan,nan,nan,0,12,2590,11020,1630101,4,0.4,0,10.758852005004883,1861.8015942573547,0.00046706199645996094,0.02460312843322754,0.0008850872192105884,11020
156,385.72385,292.47803,950.5,nan,nan,nan,0,12,2602,11406,1641507,4,0.4,0,12.681237936019897,1874.5170361995697,0.0004661083221435547,0.024547815322875977,0.0008607376004318888,11406
157,421.73837,263.58304,1000.0,nan,nan,nan,0,10,2612,10000,1651507,4,0.4444444444444444,0,9.524437665939331,1884.0571539402008,0.0004546642303466797,0.0236666202545166,0.000854790997505188,10000
158,249.58379,179.91856,925.1666666666666,nan,nan,nan,0,12,2624,11102,1662609,4,0.4,0,10.542449235916138,1894.6262094974518,0.00046443939208984375,0.025341510772705078,0.0008790097222030109,11102
159,387.50397,131.79535,1000.0,nan,nan,nan,0,10,2634,10000,1672609,4,0.4444444444444444,0,11.833499431610107,1906.4760038852692,0.0004627704620361328,0.023102521896362305,0.0008518906354904175,10000
160,308.93573,215.66765,941.5,nan,nan,nan,0,12,2646,11298,1683907,4,0.4,0,11.923412084579468,1918.4140329360962,0.00045752525329589844,0.029280900955200195,0.001238383282853726,11298
161,303.10333,239.0189,1000.0,nan,nan,nan,0,10,2656,10000,1693907,4,0.4444444444444444,0,11.011010646820068,1929.4588618278503,0.0004603862762451172,0.07954645156860352,0.0008843763351440429,10000
162,483.864,191.41125,1000.0,nan,nan,nan,0,10,2666,10000,1703907,4,0.4444444444444444,0,11.150705814361572,1940.6342432498932,0.00045490264892578125,0.02282428741455078,0.0008546714067459106,10000
163,396.6284,119.859924,1000.0,nan,nan,nan,0,10,2676,10000,1713907,4,0.4444444444444444,1000.0,11.664297580718994,1952.3110494613647,0.00040078163146972656,0.0240170955657959,0.0010580221176147461,10000
164,327.72385,204.99593,1000.0,nan,nan,nan,0,10,2686,10000,1723907,4,0.4444444444444444,0,10.104389429092407,1962.4409437179565,0.0004570484161376953,0.027370452880859375,0.0008565160751342774,10000
165,321.84842,207.07541,864.4166666666666,nan,nan,nan,0,12,2698,10373,1734280,4,0.4,0,11.672505855560303,1974.1242167949677,0.00045800209045410156,0.023298025131225586,0.0008591881577975263,10373
166,312.25473,266.9459,1000.0,nan,nan,nan,0,10,2708,10000,1744280,4,0.4444444444444444,0,9.847579717636108,1984.0116775035858,0.0004630088806152344,0.028124570846557617,0.0008717446088790893,10000
167,457.8937,141.8731,1000.0,nan,nan,nan,0,10,2718,10000,1754280,4,0.4444444444444444,0,10.476665258407593,1994.4984118938446,0.0004622936248779297,0.02380204200744629,0.0008687487125396729,10000
168,241.6342,213.84818,939.6666666666666,nan,nan,nan,0,12,2730,11276,1765556,4,0.4,0,12.552343130111694,2007.0700159072876,0.00046133995056152344,0.027640581130981445,0.0008685041209745593,11276
169,345.4177,231.08394,1000.0,nan,nan,nan,0,10,2740,10000,1775556,4,0.4444444444444444,0,9.505165576934814,2016.604961156845,0.0004608631134033203,0.024768829345703125,0.0008474472284317017,10000
170,442.0468,154.76643,1000.0,nan,nan,nan,0,10,2750,10000,1785556,4,0.4444444444444444,0,11.742868900299072,2028.3633916378021,0.0004620552062988281,0.14191174507141113,0.0011502756118774414,10000
171,461.9794,233.25514,1000.0,nan,nan,nan,0,10,2760,10000,1795556,4,0.4444444444444444,0,11.33451509475708,2039.7090072631836,0.0004627704620361328,0.02559804916381836,0.0008834923982620239,10000
172,327.14212,190.73915,1000.0,nan,nan,nan,0,10,2770,10000,1805556,4,0.4444444444444444,0,12.935205221176147,2052.66965174675,0.00044226646423339844,0.025928020477294922,0.000886079478263855,10000
173,334.64536,144.76442,1000.0,nan,nan,nan,0,10,2780,10000,1815556,4,0.4444444444444444,0,9.427554368972778,2062.1083970069885,0.0004565715789794922,0.024535417556762695,0.0008742086172103882,10000
174,426.54156,197.74388,1000.0,nan,nan,nan,0,10,2790,10000,1825556,4,0.4444444444444444,0,9.482697248458862,2071.602793455124,0.00046515464782714844,0.023503780364990234,0.000876680850982666,10000
175,381.49634,155.38565,1000.0,nan,nan,nan,0,10,2800,10000,1835556,4,0.4444444444444444,0,10.259942531585693,2081.872224330902,0.0004639625549316406,0.027602195739746094,0.0008542341709136963,10000
176,349.64948,287.8169,1000.0,nan,nan,nan,0,10,2810,10000,1845556,4,0.4444444444444444,0,12.743180990219116,2094.6268072128296,0.0004673004150390625,0.02432107925415039,0.0008626034021377563,10000
177,420.41925,123.78754,1000.0,nan,nan,nan,0,10,2820,10000,1855556,4,0.4444444444444444,0,9.313048839569092,2103.975762605667,0.0004355907440185547,0.025941133499145508,0.0008631052017211914,10000
178,469.08707,198.91576,1000.0,nan,nan,nan,0,10,2830,10000,1865556,4,0.4444444444444444,0,9.69851040840149,2113.6931047439575,0.0004658699035644531,0.023844480514526367,0.0008829946994781495,10000
179,456.74335,193.89243,1000.0,nan,nan,nan,0,10,2840,10000,1875556,4,0.4444444444444444,0,9.813366889953613,2123.536812067032,0.0004277229309082031,0.023534059524536133,0.0008589841842651367,10000
180,299.38538,208.88863,1000.0,nan,nan,nan,0,10,2850,10000,1885556,4,0.4444444444444444,0,13.203320503234863,2136.7613484859467,0.0004591941833496094,0.026215076446533203,0.0008534150362014771,10000
181,346.07635,154.56711,1000.0,nan,nan,nan,0,10,2860,10000,1895556,4,0.4444444444444444,0,9.439440727233887,2146.219087600708,0.00044345855712890625,0.02649378776550293,0.0008778619289398193,10000
182,365.6756,193.01318,1000.0,nan,nan,nan,0,10,2870,10000,1905556,4,0.375,0,10.43702507019043,2156.6705412864685,0.0004611015319824219,0.02852773666381836,0.0009829736232757568,10000
183,359.18024,142.54227,1000.0,nan,nan,nan,0,10,2880,10000,1915556,4,0.4444444444444444,0,9.758610486984253,2166.460483312607,0.0004591941833496094,0.028007984161376953,0.0008526478290557862,10000
184,516.11194,88.587006,1000.0,nan,nan,nan,0,10,2890,10000,1925556,4,0.5,0,13.581173181533813,2180.0515184402466,0.00046634674072265625,0.02366185188293457,0.0008875480890274047,10000
185,404.70575,139.69691,1000.0,nan,nan,nan,0,10,2900,10000,1935556,4,0.4444444444444444,0,11.216461420059204,2191.2881479263306,0.00046634674072265625,0.023386478424072266,0.0010567950963974,10000
186,418.0625,157.63359,1000.0,nan,nan,nan,0,10,2910,10000,1945556,4,0.4444444444444444,0,10.372703075408936,2201.671195268631,0.0004661083221435547,0.02873706817626953,0.0010041555404663085,10000
187,379.41956,192.05362,1000.0,nan,nan,nan,0,10,2920,10000,1955556,4,0.4444444444444444,0,10.258422613143921,2211.9555246829987,0.00046896934509277344,0.024688243865966797,0.0009087588310241699,10000
188,286.9267,189.24918,1000.0,nan,nan,nan,0,10,2930,10000,1965556,4,0.4444444444444444,0,13.121433019638062,2225.095897912979,0.0004608631134033203,0.024951934814453125,0.0008701276063919067,10000
189,439.50888,190.34573,1000.0,nan,nan,nan,0,10,2940,10000,1975556,4,0.4444444444444444,0,9.626272201538086,2234.732820749283,0.0004627704620361328,0.025423288345336914,0.0008587744951248169,10000
190,395.65573,193.68848,1000.0,nan,nan,nan,0,10,2950,10000,1985556,4,0.4444444444444444,0,9.812857151031494,2244.555115222931,0.0004508495330810547,0.05010104179382324,0.0008686554908752442,10000
191,355.7825,200.4055,928.3333333333334,nan,nan,nan,0,12,2962,11140,1996696,4,0.4,0,11.421648502349854,2255.987963914871,0.0004622936248779297,0.024126052856445312,0.0008727917765372532,11140
192,377.98785,200.42941,1000.0,nan,nan,nan,0,10,2972,10000,2006696,4,0.4444444444444444,0,10.6641104221344,2266.6773159503937,0.00045490264892578125,0.025253772735595703,0.0008623871564865112,10000
193,361.55103,140.70578,1000.0,nan,nan,nan,0,10,2982,10000,2016696,4,0.4444444444444444,0,10.611387252807617,2277.3072023391724,0.0004470348358154297,0.02669548988342285,0.0008960264921188354,10000
194,415.99628,130.57367,1000.0,nan,nan,nan,0,10,2992,10000,2026696,4,0.4444444444444444,0,9.99100112915039,2287.3132932186127,0.00046324729919433594,0.026406526565551758,0.0008536520004272461,10000
195,282.01288,313.56494,1000.0,nan,nan,nan,0,10,3002,10000,2036696,4,0.4444444444444444,0,11.088581085205078,2298.4284040927887,0.0004601478576660156,0.026273012161254883,0.000863087272644043,10000
196,325.7449,131.87117,1000.0,nan,nan,nan,0,10,3012,10000,2046696,4,0.4444444444444444,0,10.575039148330688,2309.0268585681915,0.0004646778106689453,0.024468660354614258,0.0008629080295562744,10000
197,318.07178,197.93939,1000.0,nan,nan,nan,0,10,3022,10000,2056696,4,0.4444444444444444,0,10.3654043674469,2319.4042208194733,0.00046181678771972656,0.02564692497253418,0.000877267861366272,10000
198,499.0284,147.31644,1000.0,nan,nan,nan,0,10,3032,10000,2066696,4,0.4444444444444444,0,10.362208843231201,2329.800674676895,0.0004673004150390625,0.02397632598876953,0.000849931526184082,10000
199,406.07025,186.69266,1000.0,nan,nan,nan,0,10,3042,10000,2076696,4,0.4444444444444444,0,10.447357654571533,2340.2577805519104,0.00046443939208984375,0.023096561431884766,0.0007954340934753418,10000
200,340.28546,233.88841,1000.0,nan,nan,nan,0,10,3052,10000,2086696,4,0.4444444444444444,0,10.340340614318848,2350.6167352199554,0.0004546642303466797,0.02368330955505371,0.0008886008501052857,10000
201,206.83142,207.31763,1000.0,nan,nan,nan,0,10,3062,10000,2096696,4,0.4444444444444444,0,9.691919088363647,2360.3193185329437,0.00047135353088378906,0.024776935577392578,0.0008512710094451904,10000
202,302.86783,215.61987,1000.0,509.46762,0.0,1000.0,1,10,3072,10000,2106696,4,0.4444444444444444,0,12.458197593688965,2372.7905147075653,0.0004677772521972656,0.02350759506225586,0.0008534602685408159,11000
203,514.5227,185.75357,957.9166666666666,nan,nan,nan,0,12,3084,11495,2118191,4,0.4,0,10.516151428222656,2383.3502571582794,0.000457763671875,0.02445197105407715,0.0008617918405288092,11495
204,315.76373,234.07513,1000.0,nan,nan,nan,0,10,3094,10000,2128191,4,0.4444444444444444,0,10.054120302200317,2393.4163722991943,0.00046443939208984375,0.022885799407958984,0.0008844447612762451,10000
205,377.90598,130.74228,930.0833333333334,nan,nan,nan,0,12,3106,11161,2139352,4,0.4,0,11.0024995803833,2404.4370052814484,0.00046253204345703125,0.026567697525024414,0.0008751847241773111,11161
206,337.48572,333.7093,1000.0,nan,nan,nan,0,10,3116,10000,2149352,4,0.4444444444444444,0,11.605834245681763,2416.0583848953247,0.0004661083221435547,0.024994611740112305,0.000868763017654419,10000
207,278.63763,250.45932,1000.0,nan,nan,nan,0,10,3126,10000,2159352,4,0.4444444444444444,0,12.328638553619385,2428.4084029197693,0.0004634857177734375,0.024453163146972656,0.0011342759132385253,10000
208,367.98282,184.85892,1000.0,nan,nan,nan,0,10,3136,10000,2169352,4,0.4444444444444444,1000.0,15.9353346824646,2444.3611710071564,0.0004668235778808594,0.03382229804992676,0.0017591417312622071,10000
209,429.10052,272.2237,1000.0,nan,nan,nan,0,10,3146,10000,2179352,4,0.4444444444444444,0,14.962205171585083,2459.3558242321014,0.00039768218994140625,0.05316424369812012,0.0016665615558624268,10000
210,363.50082,180.5681,1000.0,nan,nan,nan,0,10,3156,10000,2189352,4,0.4444444444444444,0,17.819316387176514,2477.1978929042816,0.0004208087921142578,0.040894269943237305,0.001992670178413391,10000
211,418.77548,251.00146,1000.0,nan,nan,nan,0,10,3166,10000,2199352,4,0.4444444444444444,0,14.706090450286865,2491.9250547885895,0.0004062652587890625,0.0388188362121582,0.0016704169750213623,10000
212,428.46127,143.2393,1000.0,nan,nan,nan,0,10,3176,10000,2209352,4,0.4444444444444444,0,12.039385080337524,2503.97558426857,0.0004191398620605469,0.03480792045593262,0.0010038302421569824,10000
213,555.7793,176.7145,1000.0,nan,nan,nan,0,10,3186,10000,2219352,4,0.4444444444444444,0,10.51390290260315,2514.528516769409,0.00039386749267578125,0.024298429489135742,0.0008929754495620727,10000
214,575.46765,157.0383,1000.0,nan,nan,nan,0,10,3196,10000,2229352,4,0.4444444444444444,0,11.696133136749268,2526.2438888549805,0.00046062469482421875,0.025157451629638672,0.000861181640625,10000
215,359.27805,243.31401,1000.0,nan,nan,nan,0,10,3206,10000,2239352,4,0.4444444444444444,0,9.4382004737854,2535.7140805721283,0.00044846534729003906,0.03800082206726074,0.0008745607376098633,10000
216,429.85092,242.8562,1000.0,nan,nan,nan,0,10,3216,10000,2249352,4,0.4444444444444444,1000.0,10.319949626922607,2546.0675773620605,0.00045871734619140625,0.023421764373779297,0.0008627298831939697,10000
217,453.96045,228.35771,1000.0,nan,nan,nan,0,10,3226,10000,2259352,4,0.4444444444444444,0,10.533974409103394,2556.635985136032,0.00047087669372558594,0.03533768653869629,0.0008530232191085815,10000
218,304.68777,254.87195,1000.0,nan,nan,nan,0,10,3236,10000,2269352,4,0.4444444444444444,1000.0,11.55587124824524,2568.214184522629,0.00046706199645996094,0.024854421615600586,0.0008865904808044434,10000
219,169.5409,215.67279,1000.0,nan,nan,nan,0,10,3246,10000,2279352,4,0.4444444444444444,0,9.73826003074646,2577.9718322753906,0.0004591941833496094,0.02284073829650879,0.0008604423522949219,10000
220,308.37216,156.84729,1000.0,nan,nan,nan,0,10,3256,10000,2289352,4,0.4444444444444444,0,9.794897317886353,2587.8009502887726,0.0004558563232421875,0.023631811141967773,0.0008497898101806641,10000
221,362.04282,95.6676,1000.0,nan,nan,nan,0,10,3266,10000,2299352,4,0.4444444444444444,0,11.385645389556885,2599.20889043808,0.00041222572326660156,0.02386474609375,0.0009655737638473511,10000
222,393.9819,228.40167,1000.0,nan,nan,nan,0,10,3276,10000,2309352,4,0.4444444444444444,0,11.474156141281128,2610.694355249405,0.00045943260192871094,0.026934146881103516,0.0008578983306884766,10000
223,503.70074,285.45938,1000.0,nan,nan,nan,0,10,3286,10000,2319352,4,0.4444444444444444,0,11.295928955078125,2622.007090330124,0.00047516822814941406,0.025708436965942383,0.001173354196548462,10000
224,302.18826,280.5961,1000.0,nan,nan,nan,0,10,3296,10000,2329352,4,0.375,0,11.032427310943604,2633.0543580055237,0.0004737377166748047,0.05498337745666504,0.0011196151733398438,10000
225,396.26483,184.12903,1000.0,nan,nan,nan,0,10,3306,10000,2339352,4,0.4444444444444444,0,11.206859111785889,2644.2801842689514,0.00045752525329589844,0.02534651756286621,0.0009267664909362794,10000
226,412.2569,283.11844,1000.0,nan,nan,nan,0,10,3316,10000,2349352,4,0.4444444444444444,0,12.835636377334595,2657.142101049423,0.00047779083251953125,0.03625893592834473,0.0010544395923614502,10000
227,303.51978,190.45802,1000.0,nan,nan,nan,0,10,3326,10000,2359352,4,0.4444444444444444,0,13.451428890228271,2670.64049744606,0.00047278404235839844,0.031119823455810547,0.001116206479072571,10000
228,419.26056,193.50293,1000.0,nan,nan,nan,0,10,3336,10000,2369352,4,0.4444444444444444,0,10.702327728271484,2681.4312858581543,0.0004744529724121094,0.024410247802734375,0.0009956894636154174,10000
229,428.88556,251.59494,1000.0,nan,nan,nan,0,10,3346,10000,2379352,4,0.4444444444444444,2000.0,12.345548391342163,2693.7879543304443,0.0004756450653076172,0.024585962295532227,0.0010054367542266845,10000
230,301.57733,224.08665,1000.0,nan,nan,nan,0,10,3356,10000,2389352,4,0.4444444444444444,0,13.430615425109863,2707.2368404865265,0.0004711151123046875,0.09655094146728516,0.0009704774618148804,10000
231,327.2014,244.62697,1000.0,nan,nan,nan,0,10,3366,10000,2399352,4,0.4444444444444444,0,11.483056783676147,2718.7327892780304,0.00047016143798828125,0.06186413764953613,0.0009215350866317749,10000
232,411.12836,219.5402,1000.0,nan,nan,nan,0,10,3376,10000,2409352,4,0.4444444444444444,1000.0,9.905685901641846,2728.656030654907,0.0004756450653076172,0.023597002029418945,0.0009079452276229858,10000
233,451.39023,178.0518,1000.0,nan,nan,nan,0,10,3386,10000,2419352,4,0.4444444444444444,0,11.24025821685791,2739.9089646339417,0.000476837158203125,0.02629828453063965,0.0009163884878158569,10000
234,389.32935,292.2821,1000.0,nan,nan,nan,0,10,3396,10000,2429352,4,0.4444444444444444,0,11.299272775650024,2751.2341322898865,0.00043582916259765625,0.02519679069519043,0.0009093069314956665,10000
235,505.7469,204.62611,1000.0,nan,nan,nan,0,10,3406,10000,2439352,4,0.4444444444444444,0,11.030298233032227,2762.282722711563,0.000469207763671875,0.023797273635864258,0.0009061136245727539,10000
236,354.88214,222.69203,1000.0,nan,nan,nan,0,10,3416,10000,2449352,4,0.4444444444444444,0,10.216667890548706,2772.5243368148804,0.0004630088806152344,0.025128602981567383,0.0009022056341171264,10000
237,385.6705,174.8622,1000.0,nan,nan,nan,0,10,3426,10000,2459352,4,0.4444444444444444,0,10.787326097488403,2783.321993112564,0.0004608631134033203,0.0244290828704834,0.0009122336864471435,10000
238,395.83847,223.40398,1000.0,nan,nan,nan,0,10,3436,10000,2469352,4,0.4444444444444444,0,10.332304954528809,2793.664153575897,0.00046133995056152344,0.029092073440551758,0.0009034051418304443,10000
239,443.83603,121.47852,1000.0,nan,nan,nan,0,10,3446,10000,2479352,4,0.4444444444444444,0,12.54211711883545,2806.217399597168,0.0004749298095703125,0.027666091918945312,0.0009136821269989014,10000
240,298.5278,232.74731,1000.0,nan,nan,nan,0,10,3456,10000,2489352,4,0.4444444444444444,0,9.7766695022583,2816.0271904468536,0.0004222393035888672,0.025678634643554688,0.00092025306224823,10000
241,398.58963,193.40034,929.3333333333334,nan,nan,nan,0,12,3468,11152,2500504,4,0.4,0,11.860637903213501,2827.9164237976074,0.0004649162292480469,0.025429725646972656,0.000901223468985756,11152
242,465.53604,189.04103,1000.0,nan,nan,nan,0,10,3478,10000,2510504,4,0.4444444444444444,0,11.58329176902771,2839.507651567459,0.00044798851013183594,0.02593827247619629,0.0009035417079925537,10000
243,454.8846,280.75296,1000.0,nan,nan,nan,0,10,3488,10000,2520504,4,0.4444444444444444,0,10.20849895477295,2849.738941192627,0.00046753883361816406,0.029284954071044922,0.0009084811687469482,10000
244,222.0029,281.14084,1000.0,nan,nan,nan,0,10,3498,10000,2530504,4,0.4444444444444444,0,10.07793402671814,2859.827668428421,0.00047469139099121094,0.02397608757019043,0.0009054148197174072,10000
245,413.27457,309.23837,1000.0,nan,nan,nan,0,10,3508,10000,2540504,4,0.4444444444444444,0,12.155569791793823,2872.004439353943,0.00046825408935546875,0.025121450424194336,0.0008985057353973389,10000
246,437.32812,212.27045,1000.0,nan,nan,nan,0,10,3518,10000,2550504,4,0.4444444444444444,1000.0,11.197948455810547,2883.222947359085,0.0004687309265136719,0.023988962173461914,0.0008993155717849731,10000
247,398.61273,248.61377,1000.0,nan,nan,nan,0,10,3528,10000,2560504,4,0.4444444444444444,1000.0,10.002094507217407,2893.2533004283905,0.00046443939208984375,0.027720212936401367,0.0008879314422607421,10000
248,353.7188,136.83917,1000.0,nan,nan,nan,0,10,3538,10000,2570504,4,0.4444444444444444,0,10.11518144607544,2903.392875432968,0.0004596710205078125,0.023910999298095703,0.0008946609735488892,10000
249,354.54922,153.61296,930.25,nan,nan,nan,0,12,3550,11163,2581667,4,0.4,0,12.407235145568848,2915.83137178421,0.0004601478576660156,0.0243227481842041,0.0008985896718381372,11163
250,296.0908,223.87836,932.6666666666666,nan,nan,nan,0,12,3562,11192,2592859,4,0.4,0,11.490276336669922,2927.3370172977448,0.00046896934509277344,0.029938459396362305,0.0009272185668849877,11192
251,521.4867,174.59303,1000.0,nan,nan,nan,0,10,3572,10000,2602859,4,0.4444444444444444,0,10.79131555557251,2938.142656803131,0.0004737377166748047,0.026168107986450195,0.0009062873840332031,10000
252,392.80746,248.58656,970.75,nan,nan,nan,0,12,3584,11649,2614508,4,0.4,0,11.989108324050903,2950.151822090149,0.0004668235778808594,0.025913238525390625,0.0009132101664943074,11649
253,427.649,144.73586,1000.0,nan,nan,nan,0,10,3594,10000,2624508,4,0.4444444444444444,0,11.028638124465942,2961.2012062072754,0.0004677772521972656,0.024445295333862305,0.0009154825925827026,10000
254,447.33566,222.80472,955.3333333333334,nan,nan,nan,0,12,3606,11464,2635972,4,0.4,0,12.904366970062256,2974.120141506195,0.0004355907440185547,0.0380246639251709,0.000924560795775345,11464
255,464.31747,214.44914,1000.0,nan,nan,nan,0,10,3616,10000,2645972,4,0.4444444444444444,1000.0,10.070600986480713,2984.2117466926575,0.00046634674072265625,0.030257463455200195,0.0009015660285949707,10000
256,421.48853,217.19774,1000.0,nan,nan,nan,0,10,3626,10000,2655972,4,0.4444444444444444,0,9.875006675720215,2994.117870569229,0.0004680156707763672,0.03064870834350586,0.0009190551042556763,10000
257,320.53946,289.3147,1000.0,nan,nan,nan,0,10,3636,10000,2665972,4,0.4444444444444444,0,11.629788875579834,3005.7816078662872,0.0004100799560546875,0.02505350112915039,0.0009155344486236572,10000
258,395.14343,269.1667,1000.0,nan,nan,nan,0,10,3646,10000,2675972,4,0.4444444444444444,0,12.396347761154175,3018.2075564861298,0.0004699230194091797,0.028238534927368164,0.0008995598077774048,10000
259,487.61044,179.193,1000.0,nan,nan,nan,0,10,3656,10000,2685972,4,0.4444444444444444,0,9.806618928909302,3028.037310361862,0.0004706382751464844,0.024172544479370117,0.0009099138975143433,10000
260,598.5018,228.646,1000.0,nan,nan,nan,0,10,3666,10000,2695972,4,0.4444444444444444,0,12.006806373596191,3040.0688893795013,0.0004642009735107422,0.029049396514892578,0.001163789653778076,10000
261,488.11392,147.52377,1000.0,nan,nan,nan,0,10,3676,10000,2705972,4,0.4444444444444444,0,25.088308811187744,3065.204905986786,0.0004830360412597656,0.0648050308227539,0.0023267478466033934,10000
262,398.03085,128.79803,1000.0,nan,nan,nan,0,10,3686,10000,2715972,4,0.4444444444444444,0,17.359427452087402,3082.587415933609,0.00047850608825683594,0.05066108703613281,0.0017387018203735352,10000
263,496.06314,211.53467,1000.0,nan,nan,nan,0,10,3696,10000,2725972,4,0.4444444444444444,0,15.010080814361572,3097.6106333732605,0.0004360675811767578,0.062447547912597656,0.0018167973279953004,10000
264,208.16801,250.71501,927.5833333333334,nan,nan,nan,0,12,3708,11131,2737103,4,0.4,1000.0,17.983503103256226,3115.6230759620667,0.00040268898010253906,0.054633378982543945,0.001865509352950906,11131
265,468.08795,261.39526,1000.0,nan,nan,nan,0,10,3718,10000,2747103,4,0.4444444444444444,0,13.809332847595215,3129.4545216560364,0.00043010711669921875,0.042932987213134766,0.0014375678062438966,10000
266,416.88565,172.69211,1000.0,nan,nan,nan,0,10,3728,10000,2757103,4,0.4444444444444444,0,29.825957536697388,3159.3455817699432,0.0005850791931152344,0.06233644485473633,0.002360356283187866,10000
267,393.70282,350.48895,1000.0,nan,nan,nan,0,10,3738,10000,2767103,4,0.4444444444444444,0,18.39776086807251,3177.7699506282806,0.0004737377166748047,0.17726802825927734,0.0017476374864578248,10000
268,438.02652,193.51373,1000.0,nan,nan,nan,0,10,3748,10000,2777103,4,0.4444444444444444,0,10.45380425453186,3188.2350566387177,0.0004487037658691406,0.023108482360839844,0.0008585239887237549,10000
269,503.77783,206.66887,1000.0,nan,nan,nan,0,10,3758,10000,2787103,4,0.4444444444444444,0,9.76421046257019,3198.03626036644,0.00046563148498535156,0.023636817932128906,0.000876668381690979,10000
270,583.70355,166.00696,1000.0,nan,nan,nan,0,10,3768,10000,2797103,4,0.4444444444444444,0,11.940048217773438,3209.986763238907,0.00046062469482421875,0.04034614562988281,0.0008684859037399292,10000
